Assembly Accession	Organism Name	Assembly Level	Assembly Status	Assembly Stats Total Sequence Length	Assembly Stats Number of Contigs	Assembly BioSample Accession	Assembly BioSample Isolation source	Assembly BioSample Geographic location	Assembly BioSample Host	candidate_group	keyword_hits
GCF_002196815.1	Bacillus cereus	Scaffold	current	5269088	60	SAMN06640207	paddy soil	China: Nanjing		non_saline_candidate	
GCF_002504205.1	Bacillus cereus	Chromosome	current	5204644	21	SAMN07690117	Cropfield soil	India		non_saline_candidate	
GCF_002550115.1	Bacillus cereus	Scaffold	current	5330431	93	SAMN07598710	plant core	USA: NC		non_saline_candidate	
GCF_002550375.1	Bacillus cereus	Scaffold	current	5943482	139	SAMN07598676	plant core	USA: NC		non_saline_candidate	
GCF_002551855.1	Bacillus cereus	Scaffold	current	5665668	117	SAMN07598696	plant core	USA: NC		non_saline_candidate	
GCF_002552335.1	Bacillus cereus	Scaffold	current	6002298	181	SAMN07598648	root	USA: IA	Soybean	non_saline_candidate	
GCF_002552505.1	Bacillus cereus	Scaffold	current	5705006	97	SAMN07598622	plant core	USA: NC		non_saline_candidate	
GCF_002552725.1	Bacillus cereus	Contig	current	6062214	112	SAMN07598594	plant	USA: NC	Corn	non_saline_candidate	
GCF_002553255.1	Bacillus cereus	Scaffold	current	5910033	413	SAMN07598623	plant core	USA: NC		non_saline_candidate	
GCF_002553345.1	Bacillus cereus	Scaffold	current	5438787	103	SAMN07598599	plant	USA: NC	Oats	non_saline_candidate	
GCF_002555205.1	Bacillus cereus	Scaffold	current	5603960	120	SAMN07597406	Core; Other Plant	USA: NC		non_saline_candidate	
GCF_002556855.1	Bacillus cereus	Scaffold	current	5946595	480	SAMN07597606	Core; Other Plant	USA: NC		non_saline_candidate	
GCF_002557995.1	Bacillus cereus	Scaffold	current	5708655	160	SAMN07597405	plant	USA: NC	Cucumber	non_saline_candidate	
GCF_002558245.1	Bacillus cereus	Scaffold	current	5627559	81	SAMN07597399	plant core	USA: NC		non_saline_candidate	
GCF_002558445.1	Bacillus cereus	Scaffold	current	5714746	79	SAMN07597316	soil	USA: NY		non_saline_candidate	
GCF_002558615.1	Bacillus cereus	Scaffold	current	5599458	107	SAMN07597298	plant	USA: NC		non_saline_candidate	
GCF_002558645.1	Bacillus cereus	Scaffold	current	6312137	412	SAMN07597297	plant	USA: NC	Oats	non_saline_candidate	
GCF_002558845.1	Bacillus cereus	Scaffold	current	6227072	68	SAMN07597278	plant core	USA: NC		non_saline_candidate	
GCF_002558955.1	Bacillus cereus	Scaffold	current	4950061	84	SAMN07597267	plant	USA: NC	Tomato	non_saline_candidate	
GCF_002558985.1	Bacillus cereus	Scaffold	current	6036099	145	SAMN07597263	plant	USA: NC	Corn	non_saline_candidate	
GCF_002559365.1	Bacillus cereus	Scaffold	current	6024851	488	SAMN07597257	plant	USA: NC	Corn	non_saline_candidate	
GCF_002559715.1	Bacillus cereus	Scaffold	current	5726017	102	SAMN07597616	plant core	USA: NC		non_saline_candidate	
GCF_002559945.1	Bacillus cereus	Scaffold	current	6122598	247	SAMN07597592	root	USA: MO	Soybean	non_saline_candidate	
GCF_002560145.1	Bacillus cereus	Scaffold	current	5978089	121	SAMN07597573	root	USA: IA	Corn	non_saline_candidate	
GCF_002560215.1	Bacillus cereus	Scaffold	current	5719021	119	SAMN07597570	plant core	USA: NC		non_saline_candidate	
GCF_002560265.1	Bacillus cereus	Scaffold	current	6051916	137	SAMN07597566	soil	USA: NC		non_saline_candidate	
GCF_002560295.1	Bacillus cereus	Scaffold	current	5856760	161	SAMN07597564	soil	USA: IA		non_saline_candidate	
GCF_002560325.1	Bacillus cereus	Scaffold	current	5183233	64	SAMN07597560	soil	USA: NY		non_saline_candidate	
GCF_002560395.1	Bacillus cereus	Scaffold	current	5688348	62	SAMN07597552	plant core	USA: NC		non_saline_candidate	
GCF_002560415.1	Bacillus cereus	Scaffold	current	6027484	500	SAMN07597551	soil	USA: NC		non_saline_candidate	
GCF_002560475.1	Bacillus cereus	Scaffold	current	5820591	168	SAMN07597547	root	USA: IL	Corn	non_saline_candidate	
GCF_002560615.1	Bacillus cereus	Scaffold	current	6354929	192	SAMN07597536	plant core	USA: NC		non_saline_candidate	
GCF_002561095.1	Bacillus cereus	Scaffold	current	5954170	110	SAMN07597474	soil	USA: NY		non_saline_candidate	
GCF_002561115.1	Bacillus cereus	Scaffold	current	5858068	116	SAMN07597472	plant core	USA: NC		non_saline_candidate	
GCF_002561265.1	Bacillus cereus	Scaffold	current	5831025	167	SAMN07597455	plant core	USA: NC		non_saline_candidate	
GCF_002561295.1	Bacillus cereus	Scaffold	current	4796567	101	SAMN07597453	plant core	USA: NC		non_saline_candidate	
GCF_002561565.1	Bacillus cereus	Scaffold	current	5185484	59	SAMN07597428	soil	USA: NY		non_saline_candidate	
GCF_002561575.1	Bacillus cereus	Scaffold	current	5779325	87	SAMN07597429	plant core	USA: NC		non_saline_candidate	
GCF_002561655.1	Bacillus cereus	Scaffold	current	5787055	102	SAMN07597393	plant	USA: NC	Corn	non_saline_candidate	
GCF_002561715.1	Bacillus cereus	Scaffold	current	5938848	472	SAMN07597387	plant	USA: NC	Corn	non_saline_candidate	
GCF_002561965.1	Bacillus cereus	Scaffold	current	5935684	69	SAMN07597438	plant core	USA: NC		non_saline_candidate	
GCF_002562115.1	Bacillus cereus	Scaffold	current	5093814	195	SAMN07597381	soil	USA: NC		non_saline_candidate	
GCF_002562125.1	Bacillus cereus	Scaffold	current	6011774	158	SAMN07597385	soil	USA: NC		non_saline_candidate	
GCF_002562215.1	Bacillus cereus	Scaffold	current	5262315	75	SAMN07597374	plant core	USA: NC		non_saline_candidate	
GCF_002562265.1	Bacillus cereus	Scaffold	current	5895485	118	SAMN07597371	soil	USA: NC		non_saline_candidate	
GCF_002562345.1	Bacillus cereus	Scaffold	current	6017920	118	SAMN07597364	root	USA: MO	Soybean	non_saline_candidate	
GCF_002562575.1	Bacillus cereus	Scaffold	current	5721126	79	SAMN07597346	soil	USA: NY		non_saline_candidate	
GCF_002562735.1	Bacillus cereus	Scaffold	current	5935498	106	SAMN07597336	soil	USA: NC		non_saline_candidate	
GCF_002562775.1	Bacillus cereus	Scaffold	current	4903427	218	SAMN07597335	soil	USA: NY		non_saline_candidate	
GCF_002563235.1	Bacillus cereus	Scaffold	current	5833255	180	SAMN07597502	root	USA: IL	Corn	non_saline_candidate	
GCF_002564355.1	Bacillus cereus	Scaffold	current	5958249	92	SAMN07598573	soil	USA: NC		non_saline_candidate	
GCF_002564555.1	Bacillus cereus	Scaffold	current	4839723	108	SAMN07598561	soil	USA: NC		non_saline_candidate	
GCF_002564605.1	Bacillus cereus	Scaffold	current	5918891	86	SAMN07598548	soil	USA: NY		non_saline_candidate	
GCF_002564695.1	Bacillus cereus	Scaffold	current	6153896	151	SAMN07598518	root	USA: IA	Corn	non_saline_candidate	
GCF_002564815.1	Bacillus cereus	Scaffold	current	5798897	208	SAMN07598491	plant core	USA: NC		non_saline_candidate	
GCF_002564885.1	Bacillus cereus	Scaffold	current	6060332	162	SAMN07598461	root	USA: IA	Corn	non_saline_candidate	
GCF_002565025.1	Bacillus cereus	Scaffold	current	5953061	151	SAMN07598442	root	USA: MN	Soybean	non_saline_candidate	
GCF_002565225.1	Bacillus cereus	Scaffold	current	5698693	496	SAMN07598563	plant	USA: NC	Weed	non_saline_candidate	
GCF_002565245.1	Bacillus cereus	Scaffold	current	5802422	94	SAMN07598547	plant core	USA: NC		non_saline_candidate	
GCF_002565315.1	Bacillus cereus	Scaffold	current	5769583	96	SAMN07598537	soil	USA: NC		non_saline_candidate	
GCF_002565405.1	Bacillus cereus	Scaffold	current	5920287	78	SAMN07598527	soil	USA: NY		non_saline_candidate	
GCF_002565525.1	Bacillus cereus	Scaffold	current	5540491	65	SAMN07598498	plant core	USA: NC		non_saline_candidate	
GCF_002565575.1	Bacillus cereus	Scaffold	current	5438059	73	SAMN07598485	plant core	USA: NC		non_saline_candidate	
GCF_002565605.1	Bacillus cereus	Scaffold	current	5843836	81	SAMN07598475	plant core	USA: NC		non_saline_candidate	
GCF_002565685.1	Bacillus cereus	Scaffold	current	5748892	102	SAMN07598462	soil	USA: NY		non_saline_candidate	
GCF_002565695.1	Bacillus cereus	Scaffold	current	5839159	135	SAMN07598455	plant core	USA: NC		non_saline_candidate	
GCF_002565765.1	Bacillus cereus	Scaffold	current	5955484	96	SAMN07598437	root	USA: MO	Soybean	non_saline_candidate	
GCF_002565775.1	Bacillus cereus	Scaffold	current	5120427	212	SAMN07598433	plant	USA: NC	Weed	non_saline_candidate	
GCF_002565795.1	Bacillus cereus	Scaffold	current	5908952	242	SAMN07598430	soil	USA: NY		non_saline_candidate	
GCF_002565815.1	Bacillus cereus	Scaffold	current	4906498	97	SAMN07598427	soil	USA: NY		non_saline_candidate	
GCF_002565865.1	Bacillus cereus	Scaffold	current	5739226	85	SAMN07598421	soil	USA: NY		non_saline_candidate	
GCF_002565885.1	Bacillus cereus	Scaffold	current	5862557	139	SAMN07598420	soil	USA: NC		non_saline_candidate	
GCF_002566045.1	Bacillus cereus	Scaffold	current	5695936	100	SAMN07598550	plant core	USA: NC		non_saline_candidate	
GCF_002566215.1	Bacillus cereus	Scaffold	current	6174339	588	SAMN07598516	soil	USA: NC		non_saline_candidate	
GCF_002566225.1	Bacillus cereus	Scaffold	current	5724095	103	SAMN07598509	plant core	USA: NC		non_saline_candidate	
GCF_002566595.1	Bacillus cereus	Scaffold	current	6092162	103	SAMN07598432	plant core	USA: NC		non_saline_candidate	
GCF_002567145.1	Bacillus cereus	Scaffold	current	5744381	142	SAMN07598359	soil	USA: NC		non_saline_candidate	
GCF_002567185.1	Bacillus cereus	Scaffold	current	4930238	285	SAMN07598358	plant	USA: NC	Tomato	non_saline_candidate	
GCF_002567375.1	Bacillus cereus	Scaffold	current	5876175	234	SAMN07598345	root	USA: IA	Soybean	non_saline_candidate	
GCF_002567415.1	Bacillus cereus	Scaffold	current	5705753	115	SAMN07598341	plant core	USA: NC		non_saline_candidate	
GCF_002567445.1	Bacillus cereus	Scaffold	current	5734696	102	SAMN07598340	plant core	USA: NC		non_saline_candidate	
GCF_002567495.1	Bacillus cereus	Scaffold	current	5805188	142	SAMN07598336	plant core	USA: NC		non_saline_candidate	
GCF_002567555.1	Bacillus cereus	Scaffold	current	5762690	73	SAMN07598331	plant core	USA: NC		non_saline_candidate	
GCF_002567675.1	Bacillus cereus	Scaffold	current	5980966	79	SAMN07598317	root	USA: IA	Corn	non_saline_candidate	
GCF_002567745.1	Bacillus cereus	Scaffold	current	5779753	102	SAMN07598311	root	USA: MO	Soybean	non_saline_candidate	
GCF_002567985.1	Bacillus cereus	Scaffold	current	5870779	102	SAMN07598279	soil	USA: NC		non_saline_candidate	
GCF_002568135.1	Bacillus cereus	Scaffold	current	5962688	135	SAMN07598251	soil	USA: NY		non_saline_candidate	
GCF_002568455.1	Bacillus cereus	Scaffold	current	5883636	87	SAMN07598293	plant core	USA: NC		non_saline_candidate	
GCF_002568465.1	Bacillus cereus	Scaffold	current	5119997	484	SAMN07598292	plant	USA: NC	Weed	non_saline_candidate	
GCF_002569335.1	Bacillus cereus	Scaffold	current	5999991	174	SAMN07598533	Core; Other Plant	USA: NC		non_saline_candidate	
GCF_002570425.1	Bacillus cereus	Scaffold	current	6087148	129	SAMN07598235	plant core	USA: NC		non_saline_candidate	
GCF_002570485.1	Bacillus cereus	Scaffold	current	5681951	209	SAMN07598225	root	USA: IA	Corn	non_saline_candidate	
GCF_002570745.1	Bacillus cereus	Scaffold	current	5663783	67	SAMN07598240	plant core	USA: NC		non_saline_candidate	
GCF_002570845.1	Bacillus cereus	Scaffold	current	5754454	88	SAMN07598218	soil	USA: NC		non_saline_candidate	
GCF_002574175.1	Bacillus cereus	Scaffold	current	5821585	103	SAMN07598166	soil	USA: NY		non_saline_candidate	
GCF_002574635.1	Bacillus cereus	Scaffold	current	5705090	66	SAMN07598110	plant core	USA: NC		non_saline_candidate	
GCF_002574955.1	Bacillus cereus	Scaffold	current	5729747	113	SAMN07598127	plant core	USA: NC		non_saline_candidate	
GCF_002575135.1	Bacillus cereus	Scaffold	current	5795337	148	SAMN07598099	plant	USA: NC	Corn	non_saline_candidate	
GCF_002575205.1	Bacillus cereus	Scaffold	current	6124909	314	SAMN07598092	soil	USA: IA		non_saline_candidate	
GCF_002575275.1	Bacillus cereus	Scaffold	current	5500103	80	SAMN07598089	plant core	USA: NC		non_saline_candidate	
GCF_002575565.1	Bacillus cereus	Scaffold	current	5676291	103	SAMN07598063	plant	USA: NC	Soybean	non_saline_candidate	
GCF_002575635.1	Bacillus cereus	Scaffold	current	5329446	62	SAMN07598053	plant	USA: NC	Wheat	non_saline_candidate	
GCF_002575715.1	Bacillus cereus	Scaffold	current	6102431	560	SAMN07598045	soil	USA: NY		non_saline_candidate	
GCF_002575795.1	Bacillus cereus	Scaffold	current	5757647	130	SAMN07598041	plant core	USA: NC		non_saline_candidate	
GCF_002576065.1	Bacillus cereus	Scaffold	current	5729173	122	SAMN07598013	plant core	USA: NC		non_saline_candidate	
GCF_002576165.1	Bacillus cereus	Scaffold	current	5500769	79	SAMN07597997	plant core	USA: NC		non_saline_candidate	
GCF_002576225.1	Bacillus cereus	Scaffold	current	5449410	69	SAMN07597994	plant core	USA: NC		non_saline_candidate	
GCF_002576265.1	Bacillus cereus	Scaffold	current	5951304	99	SAMN07597989	soil	USA: IA		non_saline_candidate	
GCF_002576275.1	Bacillus cereus	Scaffold	current	5993491	563	SAMN07597988	root	USA: IA	Corn	non_saline_candidate	
GCF_002576395.1	Bacillus cereus	Scaffold	current	5764293	391	SAMN07597975	root	USA: MN	Soybean	non_saline_candidate	
GCF_002576445.1	Bacillus cereus	Scaffold	current	5731139	129	SAMN07597972	soil	USA: NY		non_saline_candidate	
GCF_002576465.1	Bacillus cereus	Scaffold	current	5927765	79	SAMN07597970	plant core	USA: NC		non_saline_candidate	
GCF_002576595.1	Bacillus cereus	Scaffold	current	5676727	133	SAMN07598055	soil	USA: NY		non_saline_candidate	
GCF_002576695.1	Bacillus cereus	Scaffold	current	5770844	100	SAMN07598033	plant core	USA: NC		non_saline_candidate	
GCF_002576865.1	Bacillus cereus	Scaffold	current	5759881	116	SAMN07598008	plant	USA: NC		non_saline_candidate	
GCF_002577115.1	Bacillus cereus	Scaffold	current	5629254	58	SAMN07597955	plant core	USA: NC		non_saline_candidate	
GCF_002577245.1	Bacillus cereus	Scaffold	current	6118865	475	SAMN07597949	plant core	USA: NC		non_saline_candidate	
GCF_002577285.1	Bacillus cereus	Scaffold	current	6084381	102	SAMN07597947	root	USA: MO	Soybean	non_saline_candidate	
GCF_002577335.1	Bacillus cereus	Scaffold	current	5680413	89	SAMN07597944	plant core	USA: NC		non_saline_candidate	
GCF_002577405.1	Bacillus cereus	Scaffold	current	5012122	62	SAMN07597937	plant	USA: NC	Tomato	non_saline_candidate	
GCF_002577415.1	Bacillus cereus	Scaffold	current	5986372	85	SAMN07597938	plant core	USA: NC		non_saline_candidate	
GCF_002577755.1	Bacillus cereus	Contig	current	6064591	125	SAMN07597917	plant core	USA: NC		non_saline_candidate	
GCF_002577895.1	Bacillus cereus	Scaffold	current	5887253	106	SAMN07597914	soil	USA: NY		non_saline_candidate	
GCF_002578195.1	Bacillus cereus	Scaffold	current	6007756	498	SAMN07597909	soil	USA: NC		non_saline_candidate	
GCF_002578325.1	Bacillus cereus	Scaffold	current	6019010	126	SAMN07597899	soil	USA: NC		non_saline_candidate	
GCF_002578425.1	Bacillus cereus	Scaffold	current	5789032	113	SAMN07597910	plant core	USA: NC		non_saline_candidate	
GCF_002578545.1	Bacillus cereus	Scaffold	current	6140580	129	SAMN07597908	soil	USA: NY		non_saline_candidate	
GCF_002578565.1	Bacillus cereus	Scaffold	current	5825733	120	SAMN07597903	plant core	USA: NC		non_saline_candidate	
GCF_002579585.1	Bacillus cereus	Scaffold	current	6433760	187	SAMN07598167	soil	USA: NY		non_saline_candidate	
GCF_002582445.1	Bacillus cereus	Scaffold	current	6010834	116	SAMN07597888	soil	USA: IA		non_saline_candidate	
GCF_002582935.1	Bacillus cereus	Scaffold	current	5759971	103	SAMN07597854	soil	USA: NC		non_saline_candidate	
GCF_002583305.1	Bacillus cereus	Scaffold	current	5294703	57	SAMN07597798	plant core	USA: NC		non_saline_candidate	
GCF_002583535.1	Bacillus cereus	Scaffold	current	6184419	124	SAMN07597791	root	USA: MN	Soybean	non_saline_candidate	
GCF_002584305.1	Bacillus cereus	Scaffold	current	5627186	61	SAMN07597857	plant core	USA: NC		non_saline_candidate	
GCF_002584765.1	Bacillus cereus	Scaffold	current	5740159	69	SAMN07597807	plant core	USA: NC		non_saline_candidate	
GCF_002585595.1	Bacillus cereus	Scaffold	current	6030816	90	SAMN07597866	plant core	USA: NC		non_saline_candidate	
GCF_002585695.1	Bacillus cereus	Scaffold	current	5270486	109	SAMN07597849	plant	USA: NC	Oats	non_saline_candidate	
GCF_002585905.1	Bacillus cereus	Scaffold	current	5424615	120	SAMN07597815	plant core	USA: NC		non_saline_candidate	
GCF_002586275.1	Bacillus cereus	Scaffold	current	5062610	335	SAMN07597796	plant	USA: IN	Weed	non_saline_candidate	
GCF_002586285.1	Bacillus cereus	Scaffold	current	5974106	119	SAMN07597786	root	USA: MN	Soybean	non_saline_candidate	
GCF_002589745.1	Bacillus cereus	Scaffold	current	6426240	255	SAMN07597785	soil	USA: NY		non_saline_candidate	
GCF_003122725.1	Bacillus cereus	Scaffold	current	5746486	40	SAMN06337868	soil	Argentina: Cordoba, Oncativo		non_saline_candidate	
GCF_003332225.1	Bacillus cereus	Contig	current	5665014	142	SAMN05953341	soil	Brazil: Santana hill in Porto Alegre		non_saline_candidate	
GCF_003586605.1	Bacillus cereus	Contig	current	5607070	68	SAMN08272083	soil	India: Majuli River Island, Assam		non_saline_candidate	
GCF_004006495.1	Bacillus cereus	Complete Genome	current	5466652	1	SAMN09652006		China	soil	non_saline_candidate	
GCF_004681985.1	Bacillus cereus	Contig	current	5815584	79	SAMN08643257	soil	China		non_saline_candidate	
GCF_006151815.1	Bacillus cereus	Contig	current	5768955	52	SAMN11936627	root of coffee	Viet Nam		non_saline_candidate	
GCF_006349585.1	Bacillus cereus	Contig	current	5319678	102	SAMN11964684	root	Viet Nam	black pepper plant	non_saline_candidate	
GCF_006349695.2	Bacillus cereus	Contig	current	6195299	363	SAMN11964663	black pepper plant rhizosphere	Viet Nam		non_saline_candidate	
GCF_006349715.2	Bacillus cereus	Complete Genome	current	5885310	3	SAMN11959879	root	Viet Nam	coffee	non_saline_candidate	
GCF_006349735.2	Bacillus cereus	Complete Genome	current	5751928	3	SAMN11960211	root	Viet Nam	black pepper plant	non_saline_candidate	
GCF_006349775.1	Bacillus cereus	Contig	current	5604011	42	SAMN11962714	root	Viet Nam	black pepper plant	non_saline_candidate	
GCF_009497015.2	Bacillus cereus	Complete Genome	current	6347382	5	SAMN13111578	soil	Australia:Melbourne		non_saline_candidate	
GCF_011751555.1	Bacillus cereus	Scaffold	current	5946596	79	SAMN13865271	Soybean rhizosphere soil	China:hebei		non_saline_candidate	
GCF_013177495.2	Bacillus cereus	Complete Genome	current	5695148	3	SAMN14944756	soil	Namibia		non_saline_candidate	
GCF_013284425.1	Bacillus cereus	Contig	current	5796358	82	SAMN15002820	soil of Citrus sinensis plantation	Viet Nam: Cao Phong, Hoa Binh		non_saline_candidate	
GCF_013284445.1	Bacillus cereus	Contig	current	5869336	63	SAMN15006485	soil from maize field	Viet Nam: Phu An, Thanh Da, Phuc Tho		non_saline_candidate	
GCF_013284455.2	Bacillus cereus	Complete Genome	current	5739795	4	SAMN15002822	soil from tomato plant roots	Viet Nam: Hoai Duc, Ha Noi		non_saline_candidate	
GCF_013284505.2	Bacillus cereus	Complete Genome	current	5740353	4	SAMN15005018	soil from tomato plant	Viet Nam: Hoai Duc, Ha Noi		non_saline_candidate	
GCF_015845375.1	Bacillus cereus	Scaffold	current	5896147	107	SAMN03654312	soil	Germany		non_saline_candidate	
GCF_015845455.1	Bacillus cereus	Contig	current	5941878	44	SAMN03654315	kurkuma root	Thailand		non_saline_candidate	
GCF_016483205.1	Bacillus cereus	Contig	current	5575004	229	SAMN16950023	soil	Denmark		non_saline_candidate	
GCF_016483265.1	Bacillus cereus	Contig	current	5698396	565	SAMN16950024	soil	Denmark		non_saline_candidate	
GCF_016483285.1	Bacillus cereus	Contig	current	6474183	206	SAMN16950021	soil	Turkey		non_saline_candidate	
GCF_016483305.1	Bacillus cereus	Contig	current	6289752	543	SAMN16950020	soil	Turkey		non_saline_candidate	
GCF_016483355.1	Bacillus cereus	Contig	current	6542101	466	SAMN16950019	soil	Turkey		non_saline_candidate	
GCF_016483385.1	Bacillus cereus	Contig	current	5654998	153	SAMN16950016	soil	Turkey		non_saline_candidate	
GCF_016483425.1	Bacillus cereus	Contig	current	6235308	190	SAMN16950017	soil	Turkey		non_saline_candidate	
GCF_016483465.1	Bacillus cereus	Contig	current	6312659	545	SAMN16950014	soil	Turkey		non_saline_candidate	
GCF_016483475.1	Bacillus cereus	Contig	current	6258662	867	SAMN16950013	soil	Turkey		non_saline_candidate	
GCF_016483525.1	Bacillus cereus	Contig	current	5758577	215	SAMN16950010	soil	Serbia		non_saline_candidate	
GCF_016483615.1	Bacillus cereus	Contig	current	5897890	132	SAMN16950007	soil	Hungary		non_saline_candidate	
GCF_016483645.1	Bacillus cereus	Contig	current	5620110	191	SAMN16950004	soil	Switzerland		non_saline_candidate	
GCF_016483665.1	Bacillus cereus	Contig	current	5693490	271	SAMN16950003	soil	Switzerland		non_saline_candidate	
GCF_016483765.1	Bacillus cereus	Contig	current	5610051	144	SAMN16949998	soil	Tunisia		non_saline_candidate	
GCF_016483835.1	Bacillus cereus	Contig	current	6190024	216	SAMN16949996	soil	Lithuania		non_saline_candidate	
GCF_016483925.1	Bacillus cereus	Contig	current	6564737	1302	SAMN16949995	soil	Lithuania		non_saline_candidate	
GCF_017356065.1	Bacillus cereus	Contig	current	5945881	198	SAMN18138757	root	South Africa	sunflower	non_saline_candidate	
GCF_018221535.1	Bacillus cereus	Contig	current	5331257	21	SAMN08094762	melon rhizosphere	Spain: Malaga		non_saline_candidate	
GCF_018499925.1	Bacillus cereus	Scaffold	current	5693661	145	SAMN19094386	soil	India: Bangalore		non_saline_candidate	
GCF_019990665.1	Bacillus cereus	Scaffold	current	6217338	51	SAMN21354379	soil	South Africa: Msukaligwa, Sheepmoor Village		non_saline_candidate	
GCF_020564905.1	Bacillus cereus	Contig	current	5301074	74	SAMN22356555	soil	China: An abandoned gold mine in Dongfang City, Hainan Province		non_saline_candidate	
GCF_020565025.1	Bacillus cereus	Contig	current	5722209	146	SAMN22357448	soil	China: An abandoned gold mine in Dongfang City, Hainan Province		non_saline_candidate	
GCF_021390375.1	Bacillus cereus	Scaffold	current	5160849	73	SAMN24492647	soil and waste water	Iran		non_saline_candidate	
GCF_021391515.1	Bacillus cereus	Complete Genome	current	6548342	9	SAMN24303850	Contaminated soil sample CPT56DS-C from Oak Ridge Reservation Area 3	USA: Tennessee, Oak Ridge Reservation (ORR)		non_saline_candidate	
GCF_021496685.1	Bacillus cereus	Chromosome	current	5231857	825	SAMN23576647	soil sample	India: JNU, New Delhi	Not applicable	non_saline_candidate	
GCF_022406835.1	Bacillus cereus	Chromosome	current	5269886	4	SAMN16418360	soil of feather dumping site	India: Dehradun, Uttarakhand		non_saline_candidate	
GCF_022458945.2	Bacillus cereus	Contig	current	5686025	70	SAMN23401942	deep soil layers	Russia: Yakutia		non_saline_candidate	
GCF_022625225.1	Bacillus cereus	Scaffold	current	6213840	112	SAMN26643023	soil	Mexico: San Nicolas de los Garza Nuevo Leon		non_saline_candidate	
GCF_022700995.1	Bacillus cereus	Complete Genome	current	6223221	4	SAMN16562415		China:zhengzhou	Soil in tiger area of zoo	non_saline_candidate	
GCF_023094015.1	Bacillus cereus	Complete Genome	current	5648783	3	SAMN27611792	dry soil	China:Qinghai		non_saline_candidate	
GCF_023516415.1	Bacillus cereus	Complete Genome	current	5743905	3	SAMN28410860	oil contaminated soil	China:Tianjin		non_saline_candidate	
GCF_024498915.1	Bacillus cereus	Complete Genome	current	5469923	4	SAMN25084267	soil	China:Gansu province		non_saline_candidate	
GCF_024584625.1	Bacillus cereus	Complete Genome	current	5329997	2	SAMN23575618	soil	China: Ziya Circular Economy Park		non_saline_candidate	
GCF_025000225.1	Bacillus cereus	Contig	current	5828069	63	SAMN30500940	plant rhizosphere	India		non_saline_candidate	
GCF_025502485.1	Bacillus cereus	Complete Genome	current	6093380	3	SAMN30959809	soil	South Korea:Buyeo		non_saline_candidate	
GCF_025630945.1	Bacillus cereus	Contig	current	6093600	5	SAMN30959578	soil	South Korea:Sunchang		non_saline_candidate	
GCF_025917685.1	Bacillus cereus	Complete Genome	current	5226893	1	SAMN23897437	soil	China: Beijing		non_saline_candidate	
GCF_026794395.1	Bacillus cereus	Scaffold	current	6069380	277	SAMN25999661	soil	not collected		non_saline_candidate	
GCF_027886045.1	Bacillus cereus	Contig	current	5717606	80	SAMN32413351	soil	India: Cheloor, Kerala		non_saline_candidate	
GCF_028548285.1	Bacillus cereus	Contig	current	6093667	4	SAMN32902181	soil	South Korea:Sunchang		non_saline_candidate	
GCF_028548325.1	Bacillus cereus	Contig	current	5737594	2	SAMN32902175	soil	South Korea:Sunchang		non_saline_candidate	
GCF_028550565.1	Bacillus cereus	Contig	current	5711651	3	SAMN32934954	soil	South Korea:Sunchang		non_saline_candidate	
GCF_028649415.1	Bacillus cereus	Contig	current	5617938	90	SAMN33187837	soil	India: Villiseri, kovilpatti		non_saline_candidate	
GCF_029289385.1	Bacillus cereus	Contig	current	5842177	36	SAMN20166713	rhizosphere	Uruguay	soybean	non_saline_candidate	
GCF_029866405.1	Bacillus cereus	Scaffold	current	5101470	52	SAMN34240619	soil	China: Nanjing		non_saline_candidate	
GCF_030067855.1	Bacillus cereus	Complete Genome	current	5797334	3	SAMN35055521	soil	Namibia: Etosha	not applicable	non_saline_candidate	
GCF_030067875.1	Bacillus cereus	Complete Genome	current	5364591	2	SAMN35055520	soil	Namibia: Etosha	not applicable	non_saline_candidate	
GCF_030291955.1	Bacillus cereus	Complete Genome	current	5332520	3	SAMN34374863	grassland soil	Denmark: Jaegersborg Dyrehave		non_saline_candidate	
GCF_030291975.1	Bacillus cereus	Chromosome	current	5761955	5	SAMN34374869	grassland soil	Denmark: Jaegersborg Dyrehave		non_saline_candidate	
GCF_030348245.1	Bacillus cereus	Contig	current	5281980	7	SAMN34375040	rhizosphere soil	China: Yuxi, Yunnan Province		non_saline_candidate	
GCF_030348675.1	Bacillus cereus	Contig	current	5744840	6	SAMN34374867	grassland soil	Denmark: Jaegersborg Dyrehave		non_saline_candidate	
GCF_030412285.1	Bacillus cereus	Scaffold	current	5569359	40	SAMN35999014	rhizosphere	Brazil: Iranduba, Manaus		non_saline_candidate	
GCF_030433955.1	Bacillus cereus	Contig	current	6074455	5	SAMN36290610	soil	South Korea:Gochang		non_saline_candidate	
GCF_030848645.1	Bacillus cereus	Contig	current	5929669	4	SAMN23475020	wheat field soil	Israel		non_saline_candidate	
GCF_030848685.1	Bacillus cereus	Contig	current	6018030	3	SAMN24582698	wheat field soil	Israel		non_saline_candidate	
GCF_031216075.1	Bacillus cereus	Complete Genome	current	5765658	6	SAMN24582794	root surface	Israel	Moringa oleifera	non_saline_candidate	
GCF_031324075.1	Bacillus cereus	Contig	current	5179435	27	SAMN34374899	semidesertic area with dry sandy soils, around 15 cm from the trunk of a peach tree (5 cm deep)	Mexico: Tehuacan, Puebla		non_saline_candidate	
